Number of data,Reference,Experiment No,Train/Test Set,Catalyst,Base,Base wt%,Base 2,Base 2 wt%,Support,Support wt%,Support 2,Catalyst preparation method,Calcination Temperature (C),Calcination time (h),Reduction Temperature (C),Reduction Pressure (bar),Reduction time  (h),Reduction  H2 %,Temperature (C),Pressure (bar),W/F (mgcat/minml),Time on Stream (h),CO % in feed,Inert % in feed,CH4 % in feed,H2O % in feed,H2/CO2 in feed,CO2 Conversion %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",237,Train,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,9.1,0,0,4,19.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",237,Train,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,9.1,0,0,4,52.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",237,Train,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,350,1,4.54,,0,9.1,0,0,4,77.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",237,Train,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,400,1,4.54,,0,9.1,0,0,4,81.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",237,Train,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,450,1,4.54,,0,9.1,0,0,4,76.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",238,Train,Ni/SiO2,Ni,10,None,0,SiO2,90,None,WI,500,6,450,1,3,50,250,1,4.54,,0,27.3,0,0,3,8.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",238,Train,Ni/SiO2,Ni,10,None,0,SiO2,90,None,WI,500,6,450,1,3,50,300,1,4.54,,0,27.3,0,0,3,31.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",238,Train,Ni/SiO2,Ni,10,None,0,SiO2,90,None,WI,500,6,450,1,3,50,350,1,4.54,,0,27.3,0,0,3,55.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",238,Train,Ni/SiO2,Ni,10,None,0,SiO2,90,None,WI,500,6,450,1,3,50,400,1,4.54,,0,27.3,0,0,3,55.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",238,Train,Ni/SiO2,Ni,10,None,0,SiO2,90,None,WI,500,6,450,1,3,50,450,1,4.54,,0,27.3,0,0,3,55.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",239,Train,Ni-Co/SiO2,Ni,10,Co,2,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,27.3,0,0,3,2.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",239,Train,Ni-Co/SiO2,Ni,10,Co,2,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,27.3,0,0,3,16.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",239,Train,Ni-Co/SiO2,Ni,10,Co,2,SiO2,90,None,CP,500,6,450,1,3,50,350,1,4.54,,0,27.3,0,0,3,48.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",239,Train,Ni-Co/SiO2,Ni,10,Co,2,SiO2,90,None,CP,500,6,450,1,3,50,400,1,4.54,,0,27.3,0,0,3,61.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",239,Train,Ni-Co/SiO2,Ni,10,Co,2,SiO2,90,None,CP,500,6,450,1,3,50,450,1,4.54,,0,27.3,0,0,3,61.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",240,Train,Ni-Co/SiO2,Ni,10,Co,4,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,27.3,0,0,3,20.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",240,Train,Ni-Co/SiO2,Ni,10,Co,4,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,27.3,0,0,3,50.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",240,Train,Ni-Co/SiO2,Ni,10,Co,4,SiO2,90,None,CP,500,6,450,1,3,50,350,1,4.54,,0,27.3,0,0,3,63.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",240,Train,Ni-Co/SiO2,Ni,10,Co,4,SiO2,90,None,CP,500,6,450,1,3,50,400,1,4.54,,0,27.3,0,0,3,60.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",240,Train,Ni-Co/SiO2,Ni,10,Co,4,SiO2,90,None,CP,500,6,450,1,3,50,450,1,4.54,,0,27.3,0,0,3,54.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",241,Train,Ni-Co/SiO2,Ni,10,Co,6,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,27.3,0,0,3,10.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",241,Train,Ni-Co/SiO2,Ni,10,Co,6,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,27.3,0,0,3,36.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",241,Train,Ni-Co/SiO2,Ni,10,Co,6,SiO2,90,None,CP,500,6,450,1,3,50,350,1,4.54,,0,27.3,0,0,3,56.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",241,Train,Ni-Co/SiO2,Ni,10,Co,6,SiO2,90,None,CP,500,6,450,1,3,50,400,1,4.54,,0,27.3,0,0,3,62.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",241,Train,Ni-Co/SiO2,Ni,10,Co,6,SiO2,90,None,CP,500,6,450,1,3,50,450,1,4.54,,0,27.3,0,0,3,59.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",242,Train,Ni-Co/SiO2,Ni,10,Co,8,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,27.3,0,0,3,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",242,Test,Ni-Co/SiO2,Ni,10,Co,8,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,27.3,0,0,3,40.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",242,Test,Ni-Co/SiO2,Ni,10,Co,8,SiO2,90,None,CP,500,6,450,1,3,50,350,1,4.54,,0,27.3,0,0,3,60.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",242,Test,Ni-Co/SiO2,Ni,10,Co,8,SiO2,90,None,CP,500,6,450,1,3,50,400,1,4.54,,0,27.3,0,0,3,61.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",242,Test,Ni-Co/SiO2,Ni,10,Co,8,SiO2,90,None,CP,500,6,450,1,3,50,450,1,4.54,,0,27.3,0,0,3,58.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",243,Test,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,27.3,0,0,3,19.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",243,Test,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,27.3,0,0,3,48.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",243,Test,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,350,1,4.54,,0,27.3,0,0,3,62.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",243,Test,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,400,1,4.54,,0,27.3,0,0,3,61.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",243,Test,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,450,1,4.54,,0,27.3,0,0,3,59.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",244,Train,Ni/SiO2,Ni,10,None,0,SiO2,90,None,WI,500,6,450,1,3,50,250,1,4.54,,0,45.4,0,0,2,6.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",244,Train,Ni/SiO2,Ni,10,None,0,SiO2,90,None,WI,500,6,450,1,3,50,300,1,4.54,,0,45.4,0,0,2,21.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",244,Train,Ni/SiO2,Ni,10,None,0,SiO2,90,None,WI,500,6,450,1,3,50,350,1,4.54,,0,45.4,0,0,2,34.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",244,Train,Ni/SiO2,Ni,10,None,0,SiO2,90,None,WI,500,6,450,1,3,50,400,1,4.54,,0,45.4,0,0,2,35.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",244,Train,Ni/SiO2,Ni,10,None,0,SiO2,90,None,WI,500,6,450,1,3,50,450,1,4.54,,0,45.4,0,0,2,35.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",245,Train,Ni-Co/SiO2,Ni,10,Co,2,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,45.4,0,0,2,2.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",245,Train,Ni-Co/SiO2,Ni,10,Co,2,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,45.4,0,0,2,16.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",245,Train,Ni-Co/SiO2,Ni,10,Co,2,SiO2,90,None,CP,500,6,450,1,3,50,350,1,4.54,,0,45.4,0,0,2,36.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",245,Train,Ni-Co/SiO2,Ni,10,Co,2,SiO2,90,None,CP,500,6,450,1,3,50,400,1,4.54,,0,45.4,0,0,2,40.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",245,Train,Ni-Co/SiO2,Ni,10,Co,2,SiO2,90,None,CP,500,6,450,1,3,50,450,1,4.54,,0,45.4,0,0,2,39.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",246,Test,Ni-Co/SiO2,Ni,10,Co,4,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,45.4,0,0,2,17.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",246,Test,Ni-Co/SiO2,Ni,10,Co,4,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,45.4,0,0,2,37.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",246,Test,Ni-Co/SiO2,Ni,10,Co,4,SiO2,90,None,CP,500,6,450,1,3,50,350,1,4.54,,0,45.4,0,0,2,39.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",246,Test,Ni-Co/SiO2,Ni,10,Co,4,SiO2,90,None,CP,500,6,450,1,3,50,400,1,4.54,,0,45.4,0,0,2,38.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",246,Test,Ni-Co/SiO2,Ni,10,Co,4,SiO2,90,None,CP,500,6,450,1,3,50,450,1,4.54,,0,45.4,0,0,2,37.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",247,Test,Ni-Co/SiO2,Ni,10,Co,6,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,45.4,0,0,2,9.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",247,Test,Ni-Co/SiO2,Ni,10,Co,6,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,45.4,0,0,2,31.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",247,Test,Ni-Co/SiO2,Ni,10,Co,6,SiO2,90,None,CP,500,6,450,1,3,50,350,1,4.54,,0,45.4,0,0,2,40.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",247,Test,Ni-Co/SiO2,Ni,10,Co,6,SiO2,90,None,CP,500,6,450,1,3,50,400,1,4.54,,0,45.4,0,0,2,40.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",247,Test,Ni-Co/SiO2,Ni,10,Co,6,SiO2,90,None,CP,500,6,450,1,3,50,450,1,4.54,,0,45.4,0,0,2,37.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",248,Test,Ni-Co/SiO2,Ni,10,Co,8,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,45.4,0,0,2,12.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",248,Test,Ni-Co/SiO2,Ni,10,Co,8,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,45.4,0,0,2,33.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",248,Test,Ni-Co/SiO2,Ni,10,Co,8,SiO2,90,None,CP,500,6,450,1,3,50,350,1,4.54,,0,45.4,0,0,2,41.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",248,Test,Ni-Co/SiO2,Ni,10,Co,8,SiO2,90,None,CP,500,6,450,1,3,50,400,1,4.54,,0,45.4,0,0,2,39.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",248,Test,Ni-Co/SiO2,Ni,10,Co,8,SiO2,90,None,CP,500,6,450,1,3,50,450,1,4.54,,0,45.4,0,0,2,40.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",249,Train,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,250,1,4.54,,0,45.4,0,0,2,17.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,"Guo M, Lu G. The regulating effects of cobalt addition on the catalytic properties of silica-supported Ni–Co bimetallic catalysts for CO2 methanation. React Kinet Mech Catal 2014;113:101–13. https://doi.org/10.1007/s11144-014-0732-0.",249,Train,Ni-Co/SiO2,Ni,10,Co,9,SiO2,90,None,CP,500,6,450,1,3,50,300,1,4.54,,0,45.4,0,0,2,37.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
